id,post_id,comment_id,author_name,author_url,content,timestamp,likes,reply_to_id,scraped_at
358,152,C_00358,Maral,https://facebook.com/maral,Дараагийн пост хэзээ орох вэ?,2026-05-14 23:00:00,43,,2026-05-15 00:00:00
359,221,C_00359,Maral,https://facebook.com/maral,Маш сонирхолтой мэдээлэл байна.,2026-05-17 06:00:00,19,94,2026-05-17 07:00:00
360,294,C_00360,Maral,https://facebook.com/maral,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-19 03:00:00,34,,2026-05-19 04:00:00
361,449,C_00361,Odbayar,https://facebook.com/odbayar,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-19 20:00:00,50,,2026-05-19 21:00:00
362,4,C_00362,Bat-Erdene,https://facebook.com/bat-erdene,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-26 09:00:00,21,,2026-05-26 10:00:00
363,48,C_00363,Nomin,https://facebook.com/nomin,Хэрэгжүүлж үзнэ ээ.,2026-05-09 12:00:00,9,,2026-05-09 13:00:00
364,455,C_00364,Maral,https://facebook.com/maral,Сайн тайлбарлажээ.,2026-05-24 15:00:00,27,,2026-05-24 16:00:00
365,327,C_00365,Bat-Erdene,https://facebook.com/bat-erdene,Хэрэгжүүлж үзнэ ээ.,2026-05-20 23:00:00,20,,2026-05-21 00:00:00
366,261,C_00366,Odbayar,https://facebook.com/odbayar,Хэрэгжүүлж үзнэ ээ.,2026-05-25 10:00:00,26,,2026-05-25 11:00:00
367,3,C_00367,Sarnai,https://facebook.com/sarnai,Маш сонирхолтой мэдээлэл байна.,2026-05-06 00:00:00,10,,2026-05-06 01:00:00
368,443,C_00368,Odbayar,https://facebook.com/odbayar,Маш сонирхолтой мэдээлэл байна.,2026-05-26 21:00:00,38,,2026-05-26 22:00:00
369,347,C_00369,Khuslen,https://facebook.com/khuslen,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-09 22:00:00,5,,2026-05-09 23:00:00
370,237,C_00370,Anu,https://facebook.com/anu,Үүнтэй санал нийлэхгүй байна.,2026-05-22 18:00:00,7,,2026-05-22 19:00:00
371,166,C_00371,Nomin,https://facebook.com/nomin,Гайхалтай!,2026-05-12 01:00:00,16,99,2026-05-12 02:00:00
372,221,C_00372,Maral,https://facebook.com/maral,Сайн тайлбарлажээ.,2026-05-08 08:00:00,47,,2026-05-08 09:00:00
373,304,C_00373,Bat-Erdene,https://facebook.com/bat-erdene,"Асуух зүйл байна, dm шалгаарай.",2026-05-08 19:00:00,25,,2026-05-08 20:00:00
374,444,C_00374,Khuslen,https://facebook.com/khuslen,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-19 12:00:00,4,,2026-05-19 13:00:00
375,325,C_00375,Tengis,https://facebook.com/tengis,"Асуух зүйл байна, dm шалгаарай.",2026-05-11 08:00:00,35,,2026-05-11 09:00:00
376,199,C_00376,Maral,https://facebook.com/maral,Дараагийн пост хэзээ орох вэ?,2026-05-11 17:00:00,15,,2026-05-11 18:00:00
377,102,C_00377,Odbayar,https://facebook.com/odbayar,Үнэхээр гоё санагдсан шүү.,2026-05-21 05:00:00,8,,2026-05-21 06:00:00
378,203,C_00378,Bat-Erdene,https://facebook.com/bat-erdene,Үүнтэй санал нийлэхгүй байна.,2026-05-23 00:00:00,38,,2026-05-23 01:00:00
379,289,C_00379,Khuslen,https://facebook.com/khuslen,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-14 08:00:00,30,,2026-05-14 09:00:00
380,37,C_00380,Gantulga,https://facebook.com/gantulga,Үүнтэй санал нийлэхгүй байна.,2026-05-14 12:00:00,25,,2026-05-14 13:00:00
381,91,C_00381,Odbayar,https://facebook.com/odbayar,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-15 16:00:00,43,120,2026-05-15 17:00:00
382,135,C_00382,Bat-Erdene,https://facebook.com/bat-erdene,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-20 03:00:00,32,,2026-05-20 04:00:00
383,43,C_00383,Tengis,https://facebook.com/tengis,Үүнтэй санал нийлэхгүй байна.,2026-05-11 12:00:00,21,,2026-05-11 13:00:00
384,431,C_00384,Nomin,https://facebook.com/nomin,Үнэхээр гоё санагдсан шүү.,2026-05-14 02:00:00,27,347,2026-05-14 03:00:00
385,415,C_00385,Tengis,https://facebook.com/tengis,Сайн тайлбарлажээ.,2026-05-14 08:00:00,37,,2026-05-14 09:00:00
386,80,C_00386,Khuslen,https://facebook.com/khuslen,Үүнтэй санал нийлэхгүй байна.,2026-05-16 14:00:00,47,141,2026-05-16 15:00:00
387,314,C_00387,Maral,https://facebook.com/maral,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-06 12:00:00,48,,2026-05-06 13:00:00
388,72,C_00388,Odbayar,https://facebook.com/odbayar,Маш сонирхолтой мэдээлэл байна.,2026-05-21 20:00:00,32,70,2026-05-21 21:00:00
389,42,C_00389,Nomin,https://facebook.com/nomin,Маш сонирхолтой мэдээлэл байна.,2026-05-21 01:00:00,37,,2026-05-21 02:00:00
390,147,C_00390,Odbayar,https://facebook.com/odbayar,Сайн тайлбарлажээ.,2026-05-15 12:00:00,37,,2026-05-15 13:00:00
391,407,C_00391,Gantulga,https://facebook.com/gantulga,Маш сонирхолтой мэдээлэл байна.,2026-05-14 00:00:00,28,,2026-05-14 01:00:00
392,241,C_00392,Anu,https://facebook.com/anu,Дараагийн пост хэзээ орох вэ?,2026-05-19 02:00:00,48,147,2026-05-19 03:00:00
393,265,C_00393,Nomin,https://facebook.com/nomin,Сайн тайлбарлажээ.,2026-05-22 08:00:00,46,,2026-05-22 09:00:00
394,47,C_00394,Anu,https://facebook.com/anu,Хэрэгжүүлж үзнэ ээ.,2026-05-06 00:00:00,38,,2026-05-06 01:00:00
395,112,C_00395,Sarnai,https://facebook.com/sarnai,Сайн тайлбарлажээ.,2026-05-22 08:00:00,27,,2026-05-22 09:00:00
396,444,C_00396,Bat-Erdene,https://facebook.com/bat-erdene,Маш сонирхолтой мэдээлэл байна.,2026-05-07 12:00:00,35,,2026-05-07 13:00:00
397,4,C_00397,Anu,https://facebook.com/anu,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-07 23:00:00,41,,2026-05-08 00:00:00
398,394,C_00398,Khuslen,https://facebook.com/khuslen,"Асуух зүйл байна, dm шалгаарай.",2026-05-22 08:00:00,6,,2026-05-22 09:00:00
399,107,C_00399,Sarnai,https://facebook.com/sarnai,Хэрэгжүүлж үзнэ ээ.,2026-05-11 18:00:00,20,,2026-05-11 19:00:00
400,126,C_00400,Sarnai,https://facebook.com/sarnai,Маш сонирхолтой мэдээлэл байна.,2026-05-26 04:00:00,50,,2026-05-26 05:00:00
401,113,C_00401,Bat-Erdene,https://facebook.com/bat-erdene,Үнэхээр гоё санагдсан шүү.,2026-05-25 04:00:00,36,,2026-05-25 05:00:00
402,369,C_00402,Sarnai,https://facebook.com/sarnai,Маш сонирхолтой мэдээлэл байна.,2026-05-13 15:00:00,27,,2026-05-13 16:00:00
403,68,C_00403,Maral,https://facebook.com/maral,"Асуух зүйл байна, dm шалгаарай.",2026-05-17 11:00:00,37,,2026-05-17 12:00:00
404,305,C_00404,Tengis,https://facebook.com/tengis,Хэрэгжүүлж үзнэ ээ.,2026-05-13 17:00:00,37,,2026-05-13 18:00:00
405,430,C_00405,Bat-Erdene,https://facebook.com/bat-erdene,Маш сонирхолтой мэдээлэл байна.,2026-05-14 08:00:00,6,90,2026-05-14 09:00:00
406,286,C_00406,Sarnai,https://facebook.com/sarnai,"Асуух зүйл байна, dm шалгаарай.",2026-05-10 08:00:00,34,,2026-05-10 09:00:00
407,393,C_00407,Sarnai,https://facebook.com/sarnai,Гайхалтай!,2026-05-18 05:00:00,36,,2026-05-18 06:00:00
408,113,C_00408,Odbayar,https://facebook.com/odbayar,Хэрэгжүүлж үзнэ ээ.,2026-05-10 07:00:00,48,,2026-05-10 08:00:00
409,270,C_00409,Tengis,https://facebook.com/tengis,Үнэхээр гоё санагдсан шүү.,2026-05-12 16:00:00,39,,2026-05-12 17:00:00
410,412,C_00410,Khuslen,https://facebook.com/khuslen,Хэрэгжүүлж үзнэ ээ.,2026-05-09 00:00:00,40,,2026-05-09 01:00:00
411,56,C_00411,Bat-Erdene,https://facebook.com/bat-erdene,Дараагийн пост хэзээ орох вэ?,2026-05-19 20:00:00,32,,2026-05-19 21:00:00
412,205,C_00412,Bat-Erdene,https://facebook.com/bat-erdene,Сайн тайлбарлажээ.,2026-05-09 23:00:00,43,161,2026-05-10 00:00:00
413,164,C_00413,Bat-Erdene,https://facebook.com/bat-erdene,Үүнтэй санал нийлэхгүй байна.,2026-05-13 03:00:00,26,298,2026-05-13 04:00:00
414,321,C_00414,Tengis,https://facebook.com/tengis,Үүнтэй санал нийлэхгүй байна.,2026-05-23 19:00:00,22,345,2026-05-23 20:00:00
415,73,C_00415,Sarnai,https://facebook.com/sarnai,Үүнтэй санал нийлэхгүй байна.,2026-05-21 01:00:00,2,115,2026-05-21 02:00:00
416,22,C_00416,Maral,https://facebook.com/maral,Хэрэгжүүлж үзнэ ээ.,2026-05-12 21:00:00,37,,2026-05-12 22:00:00
417,35,C_00417,Sarnai,https://facebook.com/sarnai,Үнэхээр гоё санагдсан шүү.,2026-05-16 23:00:00,7,,2026-05-17 00:00:00
418,149,C_00418,Maral,https://facebook.com/maral,Хэрэгжүүлж үзнэ ээ.,2026-05-09 22:00:00,43,385,2026-05-09 23:00:00
419,116,C_00419,Odbayar,https://facebook.com/odbayar,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-18 12:00:00,23,,2026-05-18 13:00:00
420,240,C_00420,Tuguldur,https://facebook.com/tuguldur,Үнэхээр гоё санагдсан шүү.,2026-05-21 15:00:00,48,,2026-05-21 16:00:00
421,33,C_00421,Odbayar,https://facebook.com/odbayar,Сайн тайлбарлажээ.,2026-05-10 13:00:00,38,,2026-05-10 14:00:00
422,225,C_00422,Khuslen,https://facebook.com/khuslen,Дараагийн пост хэзээ орох вэ?,2026-05-13 02:00:00,30,,2026-05-13 03:00:00
423,421,C_00423,Tuguldur,https://facebook.com/tuguldur,Дараагийн пост хэзээ орох вэ?,2026-05-21 15:00:00,47,12,2026-05-21 16:00:00
424,382,C_00424,Tuguldur,https://facebook.com/tuguldur,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-24 03:00:00,34,422,2026-05-24 04:00:00
425,116,C_00425,Bat-Erdene,https://facebook.com/bat-erdene,Хэрэгжүүлж үзнэ ээ.,2026-05-17 00:00:00,30,,2026-05-17 01:00:00
426,54,C_00426,Gantulga,https://facebook.com/gantulga,"Асуух зүйл байна, dm шалгаарай.",2026-05-12 07:00:00,5,,2026-05-12 08:00:00
427,402,C_00427,Tuguldur,https://facebook.com/tuguldur,Гайхалтай!,2026-05-16 20:00:00,3,,2026-05-16 21:00:00
428,79,C_00428,Tengis,https://facebook.com/tengis,Хэрэгжүүлж үзнэ ээ.,2026-05-12 01:00:00,47,326,2026-05-12 02:00:00
429,360,C_00429,Gantulga,https://facebook.com/gantulga,Үнэхээр гоё санагдсан шүү.,2026-05-20 21:00:00,23,,2026-05-20 22:00:00
430,78,C_00430,Maral,https://facebook.com/maral,Сайн тайлбарлажээ.,2026-05-26 08:00:00,23,,2026-05-26 09:00:00
431,40,C_00431,Tengis,https://facebook.com/tengis,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-21 22:00:00,19,,2026-05-21 23:00:00
432,379,C_00432,Odbayar,https://facebook.com/odbayar,Маш сонирхолтой мэдээлэл байна.,2026-05-16 01:00:00,7,,2026-05-16 02:00:00
433,459,C_00433,Khuslen,https://facebook.com/khuslen,Гайхалтай!,2026-05-26 09:00:00,15,,2026-05-26 10:00:00
434,493,C_00434,Anu,https://facebook.com/anu,"Асуух зүйл байна, dm шалгаарай.",2026-05-17 05:00:00,27,,2026-05-17 06:00:00
435,228,C_00435,Gantulga,https://facebook.com/gantulga,"Асуух зүйл байна, dm шалгаарай.",2026-05-13 05:00:00,14,,2026-05-13 06:00:00
436,37,C_00436,Khuslen,https://facebook.com/khuslen,Хэрэгжүүлж үзнэ ээ.,2026-05-08 03:00:00,0,,2026-05-08 04:00:00
437,359,C_00437,Sarnai,https://facebook.com/sarnai,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-17 16:00:00,7,,2026-05-17 17:00:00
438,85,C_00438,Gantulga,https://facebook.com/gantulga,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-22 16:00:00,48,,2026-05-22 17:00:00
439,66,C_00439,Tuguldur,https://facebook.com/tuguldur,Маш сонирхолтой мэдээлэл байна.,2026-05-16 06:00:00,17,,2026-05-16 07:00:00
440,180,C_00440,Odbayar,https://facebook.com/odbayar,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-26 05:00:00,38,174,2026-05-26 06:00:00
441,220,C_00441,Nomin,https://facebook.com/nomin,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-13 11:00:00,11,,2026-05-13 12:00:00
442,338,C_00442,Anu,https://facebook.com/anu,Гайхалтай!,2026-05-23 19:00:00,48,,2026-05-23 20:00:00
443,45,C_00443,Tengis,https://facebook.com/tengis,Дараагийн пост хэзээ орох вэ?,2026-05-26 12:00:00,32,,2026-05-26 13:00:00
444,178,C_00444,Anu,https://facebook.com/anu,Хэрэгжүүлж үзнэ ээ.,2026-05-11 21:00:00,18,,2026-05-11 22:00:00
445,117,C_00445,Tuguldur,https://facebook.com/tuguldur,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-15 06:00:00,26,,2026-05-15 07:00:00
446,97,C_00446,Tuguldur,https://facebook.com/tuguldur,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-21 06:00:00,26,,2026-05-21 07:00:00
447,75,C_00447,Sarnai,https://facebook.com/sarnai,Маш сонирхолтой мэдээлэл байна.,2026-05-11 16:00:00,14,,2026-05-11 17:00:00
448,478,C_00448,Bat-Erdene,https://facebook.com/bat-erdene,Үүнтэй санал нийлэхгүй байна.,2026-05-10 07:00:00,13,,2026-05-10 08:00:00
449,375,C_00449,Gantulga,https://facebook.com/gantulga,Үнэхээр гоё санагдсан шүү.,2026-05-23 06:00:00,25,,2026-05-23 07:00:00
450,84,C_00450,Nomin,https://facebook.com/nomin,Сайн тайлбарлажээ.,2026-05-08 23:00:00,24,267,2026-05-09 00:00:00
451,460,C_00451,Maral,https://facebook.com/maral,"Асуух зүйл байна, dm шалгаарай.",2026-05-08 21:00:00,47,,2026-05-08 22:00:00
452,491,C_00452,Maral,https://facebook.com/maral,Хэрэгжүүлж үзнэ ээ.,2026-05-10 06:00:00,16,426,2026-05-10 07:00:00
453,182,C_00453,Maral,https://facebook.com/maral,Үнэхээр гоё санагдсан шүү.,2026-05-11 03:00:00,38,,2026-05-11 04:00:00
454,217,C_00454,Khuslen,https://facebook.com/khuslen,Маш сонирхолтой мэдээлэл байна.,2026-05-11 00:00:00,43,,2026-05-11 01:00:00
455,95,C_00455,Odbayar,https://facebook.com/odbayar,Хэрэгжүүлж үзнэ ээ.,2026-05-23 18:00:00,39,,2026-05-23 19:00:00
456,254,C_00456,Gantulga,https://facebook.com/gantulga,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-23 03:00:00,13,107,2026-05-23 04:00:00
457,39,C_00457,Bat-Erdene,https://facebook.com/bat-erdene,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-07 02:00:00,29,,2026-05-07 03:00:00
458,136,C_00458,Bat-Erdene,https://facebook.com/bat-erdene,Хэрэгжүүлж үзнэ ээ.,2026-05-20 22:00:00,1,424,2026-05-20 23:00:00
459,8,C_00459,Sarnai,https://facebook.com/sarnai,Дараагийн пост хэзээ орох вэ?,2026-05-21 13:00:00,14,245,2026-05-21 14:00:00
460,131,C_00460,Khuslen,https://facebook.com/khuslen,Маш сонирхолтой мэдээлэл байна.,2026-05-07 04:00:00,27,272,2026-05-07 05:00:00
461,270,C_00461,Khuslen,https://facebook.com/khuslen,Хэрэгжүүлж үзнэ ээ.,2026-05-09 13:00:00,47,49,2026-05-09 14:00:00
462,485,C_00462,Anu,https://facebook.com/anu,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-08 17:00:00,27,,2026-05-08 18:00:00
463,114,C_00463,Khuslen,https://facebook.com/khuslen,Дараагийн пост хэзээ орох вэ?,2026-05-06 09:00:00,20,,2026-05-06 10:00:00
464,102,C_00464,Sarnai,https://facebook.com/sarnai,Маш сонирхолтой мэдээлэл байна.,2026-05-07 17:00:00,24,,2026-05-07 18:00:00
465,369,C_00465,Bat-Erdene,https://facebook.com/bat-erdene,Үүнтэй санал нийлэхгүй байна.,2026-05-09 02:00:00,27,,2026-05-09 03:00:00
466,150,C_00466,Nomin,https://facebook.com/nomin,Үүнтэй санал нийлэхгүй байна.,2026-05-23 16:00:00,39,,2026-05-23 17:00:00
467,19,C_00467,Odbayar,https://facebook.com/odbayar,Маш сонирхолтой мэдээлэл байна.,2026-05-22 03:00:00,14,,2026-05-22 04:00:00
468,157,C_00468,Sarnai,https://facebook.com/sarnai,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-12 02:00:00,47,259,2026-05-12 03:00:00
469,424,C_00469,Maral,https://facebook.com/maral,Сайн тайлбарлажээ.,2026-05-09 17:00:00,2,,2026-05-09 18:00:00
470,337,C_00470,Sarnai,https://facebook.com/sarnai,Дараагийн пост хэзээ орох вэ?,2026-05-20 20:00:00,19,,2026-05-20 21:00:00
471,461,C_00471,Tengis,https://facebook.com/tengis,Гайхалтай!,2026-05-19 18:00:00,27,,2026-05-19 19:00:00
472,318,C_00472,Odbayar,https://facebook.com/odbayar,Маш сонирхолтой мэдээлэл байна.,2026-05-08 16:00:00,45,,2026-05-08 17:00:00
473,447,C_00473,Anu,https://facebook.com/anu,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-19 09:00:00,25,,2026-05-19 10:00:00
474,154,C_00474,Gantulga,https://facebook.com/gantulga,Хэрэгжүүлж үзнэ ээ.,2026-05-06 08:00:00,4,,2026-05-06 09:00:00
475,383,C_00475,Gantulga,https://facebook.com/gantulga,Дараагийн пост хэзээ орох вэ?,2026-05-09 07:00:00,16,,2026-05-09 08:00:00
476,407,C_00476,Tuguldur,https://facebook.com/tuguldur,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-18 17:00:00,38,57,2026-05-18 18:00:00
477,313,C_00477,Odbayar,https://facebook.com/odbayar,Үүнтэй санал нийлэхгүй байна.,2026-05-18 22:00:00,44,,2026-05-18 23:00:00
478,88,C_00478,Gantulga,https://facebook.com/gantulga,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-06 12:00:00,48,,2026-05-06 13:00:00
479,226,C_00479,Anu,https://facebook.com/anu,Хэрэгжүүлж үзнэ ээ.,2026-05-18 20:00:00,39,,2026-05-18 21:00:00
480,336,C_00480,Bat-Erdene,https://facebook.com/bat-erdene,Гайхалтай!,2026-05-24 04:00:00,23,,2026-05-24 05:00:00
481,182,C_00481,Bat-Erdene,https://facebook.com/bat-erdene,Хэрэгтэй зөвлөгөө байна баярлалаа.,2026-05-25 20:00:00,10,,2026-05-25 21:00:00
482,47,C_00482,Khuslen,https://facebook.com/khuslen,Хэрэгжүүлж үзнэ ээ.,2026-05-19 02:00:00,1,441,2026-05-19 03:00:00
483,165,C_00483,Bat-Erdene,https://facebook.com/bat-erdene,Дараагийн пост хэзээ орох вэ?,2026-05-21 01:00:00,39,,2026-05-21 02:00:00
484,185,C_00484,Bat-Erdene,https://facebook.com/bat-erdene,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-24 07:00:00,11,,2026-05-24 08:00:00
485,151,C_00485,Bat-Erdene,https://facebook.com/bat-erdene,Хэрэгжүүлж үзнэ ээ.,2026-05-15 00:00:00,37,,2026-05-15 01:00:00
486,296,C_00486,Anu,https://facebook.com/anu,"Асуух зүйл байна, dm шалгаарай.",2026-05-23 05:00:00,33,,2026-05-23 06:00:00
487,342,C_00487,Nomin,https://facebook.com/nomin,Үнэхээр гоё санагдсан шүү.,2026-05-13 16:00:00,5,,2026-05-13 17:00:00
488,176,C_00488,Tengis,https://facebook.com/tengis,Маш сонирхолтой мэдээлэл байна.,2026-05-21 23:00:00,27,,2026-05-22 00:00:00
489,4,C_00489,Odbayar,https://facebook.com/odbayar,Энэ талаар дэлгэрэнгүй хаанаас уншиж болох вэ?,2026-05-15 05:00:00,20,,2026-05-15 06:00:00
490,324,C_00490,Anu,https://facebook.com/anu,Сайн тайлбарлажээ.,2026-05-12 04:00:00,19,,2026-05-12 05:00:00
491,450,C_00491,Maral,https://facebook.com/maral,Хэрэгжүүлж үзнэ ээ.,2026-05-18 08:00:00,12,,2026-05-18 09:00:00
492,59,C_00492,Tengis,https://facebook.com/tengis,"Асуух зүйл байна, dm шалгаарай.",2026-05-14 14:00:00,23,199,2026-05-14 15:00:00
493,291,C_00493,Bat-Erdene,https://facebook.com/bat-erdene,Хэрэгжүүлж үзнэ ээ.,2026-05-19 20:00:00,32,,2026-05-19 21:00:00
494,160,C_00494,Nomin,https://facebook.com/nomin,Сайн тайлбарлажээ.,2026-05-23 22:00:00,48,,2026-05-23 23:00:00
495,122,C_00495,Tuguldur,https://facebook.com/tuguldur,Гайхалтай!,2026-05-19 23:00:00,10,,2026-05-20 00:00:00
496,137,C_00496,Sarnai,https://facebook.com/sarnai,Үүнтэй санал нийлэхгүй байна.,2026-05-18 19:00:00,39,324,2026-05-18 20:00:00
497,197,C_00497,Tengis,https://facebook.com/tengis,"Асуух зүйл байна, dm шалгаарай.",2026-05-11 10:00:00,24,,2026-05-11 11:00:00
498,198,C_00498,Anu,https://facebook.com/anu,Сайн тайлбарлажээ.,2026-05-11 04:00:00,13,,2026-05-11 05:00:00
499,37,C_00499,Sarnai,https://facebook.com/sarnai,Маш сонирхолтой мэдээлэл байна.,2026-05-13 19:00:00,41,,2026-05-13 20:00:00
500,414,C_00500,Tuguldur,https://facebook.com/tuguldur,Сайн тайлбарлажээ.,2026-05-14 12:00:00,45,225,2026-05-14 13:00:00
