id,page_name,post_id,post_url,content,timestamp,likes,shares,comment_count,scraped_at
258,Мэдээллийн Технологи,POST_0258,https://facebook.com/мэдээллийнтехнологи/posts/258,Машин сургалтын үндэс сургалт эхэллээ. #258,2026-05-12 02:31:00,368,101,95,2026-05-12 04:31:00
259,TechNews Mongolia,POST_0259,https://facebook.com/technewsmongolia/posts/259,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #259,2026-05-03 22:56:00,148,196,69,2026-05-04 00:56:00
260,TechNews Mongolia,POST_0260,https://facebook.com/technewsmongolia/posts/260,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #260,2026-05-07 09:35:00,286,96,26,2026-05-07 11:35:00
261,Монголын хөгжүүлэгчид,POST_0261,https://facebook.com/монголынхөгжүүлэгчид/posts/261,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #261,2026-05-08 07:37:00,34,4,79,2026-05-08 09:37:00
262,TechNews Mongolia,POST_0262,https://facebook.com/technewsmongolia/posts/262,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #262,2026-05-11 14:42:00,591,57,27,2026-05-11 16:42:00
263,Мэдээллийн Технологи,POST_0263,https://facebook.com/мэдээллийнтехнологи/posts/263,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #263,2026-05-14 11:32:00,589,63,44,2026-05-14 13:32:00
264,AI & Data Science MN,POST_0264,https://facebook.com/ai&datasciencemn/posts/264,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #264,2026-05-07 06:36:00,58,81,77,2026-05-07 08:36:00
265,Монголын хөгжүүлэгчид,POST_0265,https://facebook.com/монголынхөгжүүлэгчид/posts/265,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #265,2026-05-12 08:07:00,67,36,24,2026-05-12 10:07:00
266,TechNews Mongolia,POST_0266,https://facebook.com/technewsmongolia/posts/266,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #266,2026-05-04 10:29:00,359,99,100,2026-05-04 12:29:00
267,Мэдээллийн Технологи,POST_0267,https://facebook.com/мэдээллийнтехнологи/posts/267,Cloud computing-ийн ирээдүй. #267,2026-05-19 23:47:00,786,55,9,2026-05-20 01:47:00
268,Монголын хөгжүүлэгчид,POST_0268,https://facebook.com/монголынхөгжүүлэгчид/posts/268,Cloud computing-ийн ирээдүй. #268,2026-05-03 19:11:00,785,112,34,2026-05-03 21:11:00
269,AI & Data Science MN,POST_0269,https://facebook.com/ai&datasciencemn/posts/269,Tech event удахгүй болно. #269,2026-05-14 22:35:00,525,171,36,2026-05-15 00:35:00
270,Мэдээллийн Технологи,POST_0270,https://facebook.com/мэдээллийнтехнологи/posts/270,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #270,2026-05-05 22:06:00,388,195,3,2026-05-06 00:06:00
271,TechNews Mongolia,POST_0271,https://facebook.com/technewsmongolia/posts/271,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #271,2026-05-06 05:26:00,345,5,83,2026-05-06 07:26:00
272,AI & Data Science MN,POST_0272,https://facebook.com/ai&datasciencemn/posts/272,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #272,2026-05-19 10:51:00,606,58,97,2026-05-19 12:51:00
273,Монголын хөгжүүлэгчид,POST_0273,https://facebook.com/монголынхөгжүүлэгчид/posts/273,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #273,2026-05-15 09:40:00,300,131,87,2026-05-15 11:40:00
274,AI & Data Science MN,POST_0274,https://facebook.com/ai&datasciencemn/posts/274,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #274,2026-05-19 16:57:00,971,167,6,2026-05-19 18:57:00
275,AI & Data Science MN,POST_0275,https://facebook.com/ai&datasciencemn/posts/275,Машин сургалтын үндэс сургалт эхэллээ. #275,2026-05-20 07:07:00,56,10,18,2026-05-20 09:07:00
276,TechNews Mongolia,POST_0276,https://facebook.com/technewsmongolia/posts/276,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #276,2026-05-05 16:56:00,987,110,28,2026-05-05 18:56:00
277,Мэдээллийн Технологи,POST_0277,https://facebook.com/мэдээллийнтехнологи/posts/277,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #277,2026-05-10 05:45:00,217,168,90,2026-05-10 07:45:00
278,AI & Data Science MN,POST_0278,https://facebook.com/ai&datasciencemn/posts/278,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #278,2026-05-03 23:32:00,128,71,19,2026-05-04 01:32:00
279,TechNews Mongolia,POST_0279,https://facebook.com/technewsmongolia/posts/279,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #279,2026-05-19 03:31:00,310,14,43,2026-05-19 05:31:00
280,Мэдээллийн Технологи,POST_0280,https://facebook.com/мэдээллийнтехнологи/posts/280,Машин сургалтын үндэс сургалт эхэллээ. #280,2026-05-20 16:24:00,886,56,9,2026-05-20 18:24:00
281,AI & Data Science MN,POST_0281,https://facebook.com/ai&datasciencemn/posts/281,Машин сургалтын үндэс сургалт эхэллээ. #281,2026-05-14 14:06:00,462,59,34,2026-05-14 16:06:00
282,AI & Data Science MN,POST_0282,https://facebook.com/ai&datasciencemn/posts/282,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #282,2026-05-19 01:21:00,867,176,82,2026-05-19 03:21:00
283,Мэдээллийн Технологи,POST_0283,https://facebook.com/мэдээллийнтехнологи/posts/283,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #283,2026-05-19 22:20:00,445,85,72,2026-05-20 00:20:00
284,AI & Data Science MN,POST_0284,https://facebook.com/ai&datasciencemn/posts/284,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #284,2026-05-10 02:36:00,467,156,1,2026-05-10 04:36:00
285,Мэдээллийн Технологи,POST_0285,https://facebook.com/мэдээллийнтехнологи/posts/285,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #285,2026-05-06 01:10:00,723,72,33,2026-05-06 03:10:00
286,AI & Data Science MN,POST_0286,https://facebook.com/ai&datasciencemn/posts/286,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #286,2026-05-16 20:50:00,268,24,100,2026-05-16 22:50:00
287,TechNews Mongolia,POST_0287,https://facebook.com/technewsmongolia/posts/287,Машин сургалтын үндэс сургалт эхэллээ. #287,2026-05-14 20:36:00,454,44,37,2026-05-14 22:36:00
288,TechNews Mongolia,POST_0288,https://facebook.com/technewsmongolia/posts/288,Tech event удахгүй болно. #288,2026-05-09 09:23:00,478,74,18,2026-05-09 11:23:00
289,Мэдээллийн Технологи,POST_0289,https://facebook.com/мэдээллийнтехнологи/posts/289,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #289,2026-05-16 15:02:00,826,123,82,2026-05-16 17:02:00
290,Мэдээллийн Технологи,POST_0290,https://facebook.com/мэдээллийнтехнологи/posts/290,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #290,2026-05-05 13:34:00,952,178,0,2026-05-05 15:34:00
291,Монголын хөгжүүлэгчид,POST_0291,https://facebook.com/монголынхөгжүүлэгчид/posts/291,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #291,2026-05-18 23:38:00,39,164,43,2026-05-19 01:38:00
292,Монголын хөгжүүлэгчид,POST_0292,https://facebook.com/монголынхөгжүүлэгчид/posts/292,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #292,2026-05-21 15:11:00,194,98,32,2026-05-21 17:11:00
293,Мэдээллийн Технологи,POST_0293,https://facebook.com/мэдээллийнтехнологи/posts/293,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #293,2026-05-17 15:34:00,875,31,52,2026-05-17 17:34:00
294,Монголын хөгжүүлэгчид,POST_0294,https://facebook.com/монголынхөгжүүлэгчид/posts/294,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #294,2026-05-08 21:41:00,35,94,9,2026-05-08 23:41:00
295,AI & Data Science MN,POST_0295,https://facebook.com/ai&datasciencemn/posts/295,Tech event удахгүй болно. #295,2026-05-04 17:11:00,67,155,69,2026-05-04 19:11:00
296,Монголын хөгжүүлэгчид,POST_0296,https://facebook.com/монголынхөгжүүлэгчид/posts/296,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #296,2026-05-21 13:02:00,285,187,1,2026-05-21 15:02:00
297,Монголын хөгжүүлэгчид,POST_0297,https://facebook.com/монголынхөгжүүлэгчид/posts/297,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #297,2026-05-20 17:28:00,147,175,85,2026-05-20 19:28:00
298,Мэдээллийн Технологи,POST_0298,https://facebook.com/мэдээллийнтехнологи/posts/298,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #298,2026-05-19 16:54:00,403,54,84,2026-05-19 18:54:00
299,AI & Data Science MN,POST_0299,https://facebook.com/ai&datasciencemn/posts/299,Машин сургалтын үндэс сургалт эхэллээ. #299,2026-05-15 05:30:00,162,116,25,2026-05-15 07:30:00
300,TechNews Mongolia,POST_0300,https://facebook.com/technewsmongolia/posts/300,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #300,2026-05-04 07:28:00,144,109,93,2026-05-04 09:28:00
301,Монголын хөгжүүлэгчид,POST_0301,https://facebook.com/монголынхөгжүүлэгчид/posts/301,Машин сургалтын үндэс сургалт эхэллээ. #301,2026-05-14 17:28:00,346,167,30,2026-05-14 19:28:00
302,TechNews Mongolia,POST_0302,https://facebook.com/technewsmongolia/posts/302,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #302,2026-05-13 06:36:00,350,187,79,2026-05-13 08:36:00
303,Мэдээллийн Технологи,POST_0303,https://facebook.com/мэдээллийнтехнологи/posts/303,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #303,2026-05-13 04:38:00,264,50,13,2026-05-13 06:38:00
304,TechNews Mongolia,POST_0304,https://facebook.com/technewsmongolia/posts/304,Cloud computing-ийн ирээдүй. #304,2026-05-06 08:24:00,903,149,30,2026-05-06 10:24:00
305,Монголын хөгжүүлэгчид,POST_0305,https://facebook.com/монголынхөгжүүлэгчид/posts/305,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #305,2026-05-02 03:53:00,872,194,80,2026-05-02 05:53:00
306,Мэдээллийн Технологи,POST_0306,https://facebook.com/мэдээллийнтехнологи/posts/306,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #306,2026-05-13 20:38:00,396,61,36,2026-05-13 22:38:00
307,Монголын хөгжүүлэгчид,POST_0307,https://facebook.com/монголынхөгжүүлэгчид/posts/307,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #307,2026-05-16 00:00:00,676,64,30,2026-05-16 02:00:00
308,Монголын хөгжүүлэгчид,POST_0308,https://facebook.com/монголынхөгжүүлэгчид/posts/308,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #308,2026-05-17 20:18:00,269,151,53,2026-05-17 22:18:00
309,Мэдээллийн Технологи,POST_0309,https://facebook.com/мэдээллийнтехнологи/posts/309,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #309,2026-05-03 18:12:00,386,171,48,2026-05-03 20:12:00
310,AI & Data Science MN,POST_0310,https://facebook.com/ai&datasciencemn/posts/310,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #310,2026-05-10 04:39:00,736,7,10,2026-05-10 06:39:00
311,TechNews Mongolia,POST_0311,https://facebook.com/technewsmongolia/posts/311,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #311,2026-05-09 20:25:00,124,127,83,2026-05-09 22:25:00
312,AI & Data Science MN,POST_0312,https://facebook.com/ai&datasciencemn/posts/312,Cloud computing-ийн ирээдүй. #312,2026-05-05 14:23:00,339,12,85,2026-05-05 16:23:00
313,Монголын хөгжүүлэгчид,POST_0313,https://facebook.com/монголынхөгжүүлэгчид/posts/313,Машин сургалтын үндэс сургалт эхэллээ. #313,2026-05-19 23:03:00,71,102,44,2026-05-20 01:03:00
314,TechNews Mongolia,POST_0314,https://facebook.com/technewsmongolia/posts/314,Cloud computing-ийн ирээдүй. #314,2026-05-12 00:52:00,248,85,38,2026-05-12 02:52:00
315,TechNews Mongolia,POST_0315,https://facebook.com/technewsmongolia/posts/315,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #315,2026-05-17 19:49:00,982,176,91,2026-05-17 21:49:00
316,Монголын хөгжүүлэгчид,POST_0316,https://facebook.com/монголынхөгжүүлэгчид/posts/316,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #316,2026-05-16 09:26:00,502,185,45,2026-05-16 11:26:00
317,Мэдээллийн Технологи,POST_0317,https://facebook.com/мэдээллийнтехнологи/posts/317,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #317,2026-05-20 19:28:00,222,175,6,2026-05-20 21:28:00
318,AI & Data Science MN,POST_0318,https://facebook.com/ai&datasciencemn/posts/318,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #318,2026-05-07 02:01:00,997,110,88,2026-05-07 04:01:00
319,TechNews Mongolia,POST_0319,https://facebook.com/technewsmongolia/posts/319,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #319,2026-05-02 16:12:00,218,185,21,2026-05-02 18:12:00
320,Монголын хөгжүүлэгчид,POST_0320,https://facebook.com/монголынхөгжүүлэгчид/posts/320,Машин сургалтын үндэс сургалт эхэллээ. #320,2026-05-11 08:54:00,936,44,74,2026-05-11 10:54:00
321,AI & Data Science MN,POST_0321,https://facebook.com/ai&datasciencemn/posts/321,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #321,2026-05-12 07:31:00,524,197,54,2026-05-12 09:31:00
322,TechNews Mongolia,POST_0322,https://facebook.com/technewsmongolia/posts/322,Машин сургалтын үндэс сургалт эхэллээ. #322,2026-05-12 16:42:00,959,134,90,2026-05-12 18:42:00
323,Мэдээллийн Технологи,POST_0323,https://facebook.com/мэдээллийнтехнологи/posts/323,Cloud computing-ийн ирээдүй. #323,2026-05-05 02:06:00,787,180,51,2026-05-05 04:06:00
324,AI & Data Science MN,POST_0324,https://facebook.com/ai&datasciencemn/posts/324,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #324,2026-05-11 14:54:00,311,26,11,2026-05-11 16:54:00
325,TechNews Mongolia,POST_0325,https://facebook.com/technewsmongolia/posts/325,Tech event удахгүй болно. #325,2026-05-02 19:58:00,955,143,94,2026-05-02 21:58:00
326,Монголын хөгжүүлэгчид,POST_0326,https://facebook.com/монголынхөгжүүлэгчид/posts/326,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #326,2026-05-16 23:18:00,239,9,47,2026-05-17 01:18:00
327,AI & Data Science MN,POST_0327,https://facebook.com/ai&datasciencemn/posts/327,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #327,2026-05-11 09:10:00,315,74,75,2026-05-11 11:10:00
328,AI & Data Science MN,POST_0328,https://facebook.com/ai&datasciencemn/posts/328,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #328,2026-05-13 16:22:00,813,137,39,2026-05-13 18:22:00
329,AI & Data Science MN,POST_0329,https://facebook.com/ai&datasciencemn/posts/329,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #329,2026-05-06 06:28:00,868,194,50,2026-05-06 08:28:00
330,AI & Data Science MN,POST_0330,https://facebook.com/ai&datasciencemn/posts/330,Tech event удахгүй болно. #330,2026-05-02 23:23:00,623,92,39,2026-05-03 01:23:00
331,Мэдээллийн Технологи,POST_0331,https://facebook.com/мэдээллийнтехнологи/posts/331,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #331,2026-05-09 01:41:00,830,101,70,2026-05-09 03:41:00
332,TechNews Mongolia,POST_0332,https://facebook.com/technewsmongolia/posts/332,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #332,2026-05-16 04:21:00,730,103,30,2026-05-16 06:21:00
333,Мэдээллийн Технологи,POST_0333,https://facebook.com/мэдээллийнтехнологи/posts/333,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #333,2026-05-04 00:39:00,582,75,15,2026-05-04 02:39:00
334,Мэдээллийн Технологи,POST_0334,https://facebook.com/мэдээллийнтехнологи/posts/334,Tech event удахгүй болно. #334,2026-05-01 14:10:00,670,119,6,2026-05-01 16:10:00
335,AI & Data Science MN,POST_0335,https://facebook.com/ai&datasciencemn/posts/335,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #335,2026-05-11 23:02:00,455,122,96,2026-05-12 01:02:00
336,Мэдээллийн Технологи,POST_0336,https://facebook.com/мэдээллийнтехнологи/posts/336,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #336,2026-05-04 14:33:00,830,138,29,2026-05-04 16:33:00
337,TechNews Mongolia,POST_0337,https://facebook.com/technewsmongolia/posts/337,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #337,2026-05-21 03:52:00,923,74,24,2026-05-21 05:52:00
338,AI & Data Science MN,POST_0338,https://facebook.com/ai&datasciencemn/posts/338,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #338,2026-05-19 06:24:00,273,184,68,2026-05-19 08:24:00
339,TechNews Mongolia,POST_0339,https://facebook.com/technewsmongolia/posts/339,Tech event удахгүй болно. #339,2026-05-20 09:35:00,384,70,47,2026-05-20 11:35:00
340,Монголын хөгжүүлэгчид,POST_0340,https://facebook.com/монголынхөгжүүлэгчид/posts/340,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #340,2026-05-14 06:01:00,813,159,22,2026-05-14 08:01:00
341,AI & Data Science MN,POST_0341,https://facebook.com/ai&datasciencemn/posts/341,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #341,2026-05-10 23:40:00,231,92,83,2026-05-11 01:40:00
342,AI & Data Science MN,POST_0342,https://facebook.com/ai&datasciencemn/posts/342,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #342,2026-05-19 08:54:00,673,74,57,2026-05-19 10:54:00
343,TechNews Mongolia,POST_0343,https://facebook.com/technewsmongolia/posts/343,Машин сургалтын үндэс сургалт эхэллээ. #343,2026-05-09 06:46:00,328,85,28,2026-05-09 08:46:00
344,TechNews Mongolia,POST_0344,https://facebook.com/technewsmongolia/posts/344,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #344,2026-05-11 11:08:00,290,155,100,2026-05-11 13:08:00
345,AI & Data Science MN,POST_0345,https://facebook.com/ai&datasciencemn/posts/345,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #345,2026-05-17 20:50:00,473,94,83,2026-05-17 22:50:00
346,AI & Data Science MN,POST_0346,https://facebook.com/ai&datasciencemn/posts/346,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #346,2026-05-20 07:34:00,549,29,81,2026-05-20 09:34:00
347,Мэдээллийн Технологи,POST_0347,https://facebook.com/мэдээллийнтехнологи/posts/347,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #347,2026-05-01 03:03:00,494,38,86,2026-05-01 05:03:00
348,AI & Data Science MN,POST_0348,https://facebook.com/ai&datasciencemn/posts/348,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #348,2026-05-02 12:13:00,77,26,63,2026-05-02 14:13:00
349,AI & Data Science MN,POST_0349,https://facebook.com/ai&datasciencemn/posts/349,Cloud computing-ийн ирээдүй. #349,2026-05-08 19:35:00,270,45,51,2026-05-08 21:35:00
350,TechNews Mongolia,POST_0350,https://facebook.com/technewsmongolia/posts/350,Tech event удахгүй болно. #350,2026-05-03 13:32:00,29,70,92,2026-05-03 15:32:00
351,TechNews Mongolia,POST_0351,https://facebook.com/technewsmongolia/posts/351,Машин сургалтын үндэс сургалт эхэллээ. #351,2026-05-13 18:55:00,922,80,27,2026-05-13 20:55:00
352,Мэдээллийн Технологи,POST_0352,https://facebook.com/мэдээллийнтехнологи/posts/352,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #352,2026-05-16 00:18:00,10,56,22,2026-05-16 02:18:00
353,AI & Data Science MN,POST_0353,https://facebook.com/ai&datasciencemn/posts/353,Cloud computing-ийн ирээдүй. #353,2026-05-17 04:37:00,999,36,54,2026-05-17 06:37:00
354,Мэдээллийн Технологи,POST_0354,https://facebook.com/мэдээллийнтехнологи/posts/354,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #354,2026-05-01 03:43:00,366,44,28,2026-05-01 05:43:00
355,AI & Data Science MN,POST_0355,https://facebook.com/ai&datasciencemn/posts/355,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #355,2026-05-02 14:20:00,342,189,46,2026-05-02 16:20:00
356,TechNews Mongolia,POST_0356,https://facebook.com/technewsmongolia/posts/356,Cloud computing-ийн ирээдүй. #356,2026-05-14 16:19:00,117,147,49,2026-05-14 18:19:00
357,AI & Data Science MN,POST_0357,https://facebook.com/ai&datasciencemn/posts/357,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #357,2026-05-05 22:37:00,372,182,36,2026-05-06 00:37:00
358,AI & Data Science MN,POST_0358,https://facebook.com/ai&datasciencemn/posts/358,Машин сургалтын үндэс сургалт эхэллээ. #358,2026-05-21 16:14:00,976,143,64,2026-05-21 18:14:00
359,TechNews Mongolia,POST_0359,https://facebook.com/technewsmongolia/posts/359,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #359,2026-05-10 07:11:00,219,135,65,2026-05-10 09:11:00
360,Мэдээллийн Технологи,POST_0360,https://facebook.com/мэдээллийнтехнологи/posts/360,Машин сургалтын үндэс сургалт эхэллээ. #360,2026-05-09 02:26:00,183,33,22,2026-05-09 04:26:00
361,Мэдээллийн Технологи,POST_0361,https://facebook.com/мэдээллийнтехнологи/posts/361,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #361,2026-05-17 10:53:00,139,0,25,2026-05-17 12:53:00
362,Монголын хөгжүүлэгчид,POST_0362,https://facebook.com/монголынхөгжүүлэгчид/posts/362,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #362,2026-05-19 17:58:00,268,90,4,2026-05-19 19:58:00
363,TechNews Mongolia,POST_0363,https://facebook.com/technewsmongolia/posts/363,Cloud computing-ийн ирээдүй. #363,2026-05-08 10:37:00,45,65,90,2026-05-08 12:37:00
364,TechNews Mongolia,POST_0364,https://facebook.com/technewsmongolia/posts/364,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #364,2026-05-01 11:50:00,489,22,37,2026-05-01 13:50:00
365,Мэдээллийн Технологи,POST_0365,https://facebook.com/мэдээллийнтехнологи/posts/365,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #365,2026-05-19 21:47:00,649,195,34,2026-05-19 23:47:00
366,Мэдээллийн Технологи,POST_0366,https://facebook.com/мэдээллийнтехнологи/posts/366,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #366,2026-05-06 13:51:00,410,176,58,2026-05-06 15:51:00
367,TechNews Mongolia,POST_0367,https://facebook.com/technewsmongolia/posts/367,Cloud computing-ийн ирээдүй. #367,2026-05-01 11:34:00,287,83,22,2026-05-01 13:34:00
368,Монголын хөгжүүлэгчид,POST_0368,https://facebook.com/монголынхөгжүүлэгчид/posts/368,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #368,2026-05-05 08:59:00,497,83,57,2026-05-05 10:59:00
369,AI & Data Science MN,POST_0369,https://facebook.com/ai&datasciencemn/posts/369,React 19 хувилбарыг туршиж үзсэн хүн байна уу? #369,2026-05-17 14:27:00,119,52,95,2026-05-17 16:27:00
370,AI & Data Science MN,POST_0370,https://facebook.com/ai&datasciencemn/posts/370,Tech event удахгүй болно. #370,2026-05-04 07:53:00,677,133,72,2026-05-04 09:53:00
371,Мэдээллийн Технологи,POST_0371,https://facebook.com/мэдээллийнтехнологи/posts/371,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #371,2026-05-20 18:24:00,745,69,79,2026-05-20 20:24:00
372,Мэдээллийн Технологи,POST_0372,https://facebook.com/мэдээллийнтехнологи/posts/372,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #372,2026-05-08 13:51:00,266,89,55,2026-05-08 15:51:00
373,Монголын хөгжүүлэгчид,POST_0373,https://facebook.com/монголынхөгжүүлэгчид/posts/373,Tech event удахгүй болно. #373,2026-05-09 05:06:00,825,184,91,2026-05-09 07:06:00
374,TechNews Mongolia,POST_0374,https://facebook.com/technewsmongolia/posts/374,Cloud computing-ийн ирээдүй. #374,2026-05-15 03:25:00,324,7,30,2026-05-15 05:25:00
375,AI & Data Science MN,POST_0375,https://facebook.com/ai&datasciencemn/posts/375,Python 3.12 хувилбар гарлаа. Олон шинэ боломжууд нэмэгдсэн байна. #375,2026-05-11 23:02:00,242,136,69,2026-05-12 01:02:00
376,TechNews Mongolia,POST_0376,https://facebook.com/technewsmongolia/posts/376,Өгөгдлийн сангийн аюулгүй байдлын талаарх чухал зөвлөгөө. #376,2026-05-02 11:41:00,636,166,94,2026-05-02 13:41:00
377,Мэдээллийн Технологи,POST_0377,https://facebook.com/мэдээллийнтехнологи/posts/377,Машин сургалтын үндэс сургалт эхэллээ. #377,2026-05-18 17:31:00,581,9,7,2026-05-18 19:31:00
378,Монголын хөгжүүлэгчид,POST_0378,https://facebook.com/монголынхөгжүүлэгчид/posts/378,Шинэ хиймэл оюун ухааны загвар танилцуулагдлаа. #378,2026-05-07 18:48:00,416,126,9,2026-05-07 20:48:00
379,Мэдээллийн Технологи,POST_0379,https://facebook.com/мэдээллийнтехнологи/posts/379,Cloud computing-ийн ирээдүй. #379,2026-05-19 01:09:00,624,47,94,2026-05-19 03:09:00
380,AI & Data Science MN,POST_0380,https://facebook.com/ai&datasciencemn/posts/380,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #380,2026-05-06 05:06:00,444,181,29,2026-05-06 07:06:00
381,Монголын хөгжүүлэгчид,POST_0381,https://facebook.com/монголынхөгжүүлэгчид/posts/381,Tech event удахгүй болно. #381,2026-05-08 02:12:00,97,17,94,2026-05-08 04:12:00
382,Мэдээллийн Технологи,POST_0382,https://facebook.com/мэдээллийнтехнологи/posts/382,Cloud computing-ийн ирээдүй. #382,2026-05-06 21:31:00,435,22,3,2026-05-06 23:31:00
383,Монголын хөгжүүлэгчид,POST_0383,https://facebook.com/монголынхөгжүүлэгчид/posts/383,Cybersecurity-д хэрэгтэй шинэ tool-ууд. #383,2026-05-02 14:56:00,614,72,66,2026-05-02 16:56:00
384,Монголын хөгжүүлэгчид,POST_0384,https://facebook.com/монголынхөгжүүлэгчид/posts/384,Шинэ iPhone 16-ийн талаарх цуурхал ба баримтууд. #384,2026-05-11 01:36:00,99,41,54,2026-05-11 03:36:00
385,Мэдээллийн Технологи,POST_0385,https://facebook.com/мэдээллийнтехнологи/posts/385,Javascript хөгжүүлэгчдэд зориулсан 5 зөвлөгөө. #385,2026-05-09 12:56:00,189,77,10,2026-05-09 14:56:00
386,Монголын хөгжүүлэгчид,POST_0386,https://facebook.com/монголынхөгжүүлэгчид/posts/386,Машин сургалтын үндэс сургалт эхэллээ. #386,2026-05-07 17:50:00,555,33,94,2026-05-07 19:50:00
